frame_index,timestamp,R,G,B,average_SpO2
450, 15:13:38,68.741201,170.653527,900.463778,95.875
451, 15:13:38,68.626342,169.899384,898.865057,95.875
452, 15:13:38,68.599471,169.324455,897.918324,95.875
453, 15:13:38,68.468237,168.624408,895.698153,95.875
454, 15:13:38,68.481692,168.632102,895.857955,95.875
455, 15:13:38,68.586727,168.9491,897.853693,95.875
456, 15:13:38,68.600458,169.096828,897.59517,95.875
457, 15:13:38,68.621725,169.076823,898.424006,95.875
458, 15:13:38,68.596039,169.046638,897.421875,95.875
459, 15:13:38,68.63735,169.104759,897.543324,95.875
460, 15:13:38,68.658854,169.250237,898.129261,95.875
461, 15:13:38,68.744279,169.616359,899.181108,95.875
462, 15:13:38,68.791588,170.065578,900.240057,95.875
463, 15:13:38,68.925189,170.54072,902.508523,95.875
464, 15:13:38,68.995936,170.907789,903.216619,95.875
465, 15:13:38,68.999961,171.250355,904.391335,95.875
466, 15:13:38,69.111151,171.664891,905.864347,95.875
467, 15:13:38,69.155461,171.942708,906.477273,95.875
468, 15:13:38,69.246962,172.367306,907.985085,95.875
469, 15:13:38,69.280106,172.599787,908.073153,95.875
470, 15:13:38,69.380287,173.206203,910.012784,95.875
471, 15:13:38,69.457071,173.591383,911.025568,95.875
472, 15:13:38,69.537208,174.103101,911.774858,95.875
473, 15:13:38,69.598051,174.545573,914.012074,95.875
474, 15:13:38,69.399779,173.970644,910.869318,95.875
475, 15:13:38,68.894216,171.687855,902.817472,95.875
476, 15:13:38,68.451665,169.390033,895.536222,95.875
477, 15:13:38,68.286379,168.187263,892.370739,95.875
478, 15:13:38,68.265467,167.695549,891.696023,95.875
479, 15:13:38,68.177715,167.238163,890.46875,95.875
480, 15:13:39,68.159249,166.97964,889.778409,95.9
481, 15:13:39,68.192748,167.038471,889.941051,95.9
482, 15:13:39,68.32197,167.549242,892.028409,95.9
483, 15:13:39,68.395163,167.787287,893.385653,95.9
484, 15:13:39,68.449574,168.165483,894.274148,95.9
485, 15:13:39,68.458531,168.217448,894.443892,95.9
486, 15:13:39,68.550229,168.600971,895.245028,95.9
487, 15:13:39,68.656368,169.018821,896.479403,95.9
488, 15:13:39,68.734493,169.506984,898.081676,95.9
489, 15:13:39,68.891848,170.180279,901.007812,95.9
490, 15:13:39,68.986269,170.746212,902.53125,95.9
491, 15:13:39,69.089962,171.370265,904.5,95.9
492, 15:13:39,69.14828,171.850616,906.163352,95.9
493, 15:13:39,69.252762,172.432528,906.643466,95.9
494, 15:13:39,69.378591,173.125355,908.695312,95.9
495, 15:13:39,69.474116,173.727273,910.59375,95.9
